id,order_datetime,customer_document_number,total,status
84,2021-08-01 00:00:00,3,841.35,COMPLETED
85,2021-08-01 00:00:00,2,480.35,COMPLETED
86,2021-08-01 00:00:00,5,75.55,COMPLETED
87,2021-08-01 00:00:00,9,87.50,COMPLETED
88,2021-08-01 00:00:00,11,841.35,COMPLETED
89,2021-08-01 00:00:00,9,915.50,COMPLETED
90,2021-08-01 00:00:00,3,4.50,COMPLETED
91,2021-08-01 00:00:00,11,1003.00,COMPLETED
92,2021-08-01 00:00:00,5,112.40,COMPLETED
93,2021-08-01 00:00:00,5,841.35,COMPLETED
94,2021-08-01 00:00:00,5,735.60,COMPLETED
95,2021-08-01 00:00:00,10,22.88,COMPLETED
96,2021-08-01 00:00:00,5,230.99,COMPLETED
97,2021-08-01 00:00:00,1,151.10,COMPLETED
98,2021-08-01 00:00:00,12,112.40,COMPLETED
99,2021-08-01 00:00:00,3,22.88,COMPLETED
100,2021-08-01 00:00:00,8,112.40,COMPLETED
101,2021-08-01 00:00:00,1,480.35,COMPLETED
102,2021-08-01 00:00:00,1,42.99,COMPLETED
103,2021-08-01 00:00:00,10,42.99,COMPLETED
104,2021-08-01 00:00:00,10,46.77,COMPLETED
105,2021-08-01 00:00:00,10,230.99,COMPLETED
106,2021-08-01 00:00:00,12,230.99,COMPLETED
107,2021-08-01 00:00:00,10,22.88,COMPLETED
108,2021-08-01 00:00:00,8,42.99,COMPLETED
109,2021-08-01 00:00:00,3,461.98,COMPLETED
110,2021-08-01 00:00:00,2,2.25,COMPLETED
111,2021-08-01 00:00:00,2,87.50,COMPLETED
112,2021-08-01 00:00:00,3,99.99,COMPLETED
113,2021-08-01 00:00:00,11,22.88,COMPLETED
114,2021-08-01 00:00:00,11,22.88,COMPLETED
115,2021-08-01 00:00:00,12,46.77,COMPLETED
116,2021-08-01 00:00:00,1,42.99,COMPLETED
117,2021-08-01 00:00:00,9,735.60,COMPLETED
118,2021-08-01 00:00:00,3,735.60,COMPLETED
119,2021-08-01 00:00:00,5,230.99,COMPLETED
120,2021-08-01 00:00:00,1,22.88,COMPLETED
121,2021-08-01 00:00:00,8,888.12,COMPLETED
122,2021-08-01 00:00:00,5,46.77,COMPLETED
123,2021-08-01 00:00:00,11,46.77,COMPLETED
124,2021-08-01 00:00:00,8,87.50,COMPLETED
125,2021-08-01 00:00:00,11,841.35,COMPLETED
126,2021-08-01 00:00:00,9,235.49,COMPLETED
127,2021-08-01 00:00:00,5,199.90,COMPLETED
128,2021-08-01 00:00:00,11,42.99,COMPLETED
129,2021-08-01 00:00:00,8,99.99,COMPLETED
130,2021-08-01 00:00:00,11,22.88,COMPLETED
131,2021-08-01 00:00:00,5,22.88,COMPLETED
132,2021-08-01 00:00:00,2,85.98,COMPLETED
133,2021-08-01 00:00:00,10,46.77,COMPLETED
134,2021-08-01 00:00:00,11,42.99,COMPLETED
135,2021-08-01 00:00:00,5,22.88,COMPLETED
136,2021-08-01 00:00:00,11,2.25,COMPLETED
137,2021-08-01 00:00:00,3,480.35,COMPLETED
138,2021-08-01 00:00:00,8,46.77,COMPLETED
139,2021-08-01 00:00:00,5,46.77,COMPLETED
140,2021-08-01 00:00:00,3,45.76,COMPLETED
141,2021-08-01 00:00:00,5,46.77,COMPLETED
142,2021-08-01 00:00:00,1,567.85,COMPLETED
143,2021-08-01 00:00:00,12,915.50,COMPLETED
144,2021-08-01 00:00:00,1,915.50,COMPLETED
145,2021-08-01 00:00:00,2,230.99,COMPLETED
146,2021-08-01 00:00:00,11,915.50,COMPLETED
147,2021-08-01 00:00:00,2,4.50,COMPLETED
148,2021-08-01 00:00:00,2,2.25,COMPLETED
149,2021-08-01 00:00:00,8,99.99,COMPLETED
150,2021-08-01 00:00:00,10,87.50,COMPLETED
151,2021-08-01 00:00:00,11,99.99,COMPLETED
152,2021-08-01 00:00:00,11,224.80,COMPLETED
153,2021-08-01 00:00:00,2,75.55,COMPLETED
154,2021-08-01 00:00:00,10,2.25,COMPLETED
155,2021-08-01 00:00:00,5,75.55,COMPLETED
156,2021-08-01 00:00:00,8,159.17,COMPLETED
157,2021-08-01 00:00:00,1,4.50,COMPLETED
158,2021-08-01 00:00:00,9,42.99,COMPLETED
159,2021-08-01 00:00:00,9,915.50,COMPLETED
160,2021-08-01 00:00:00,2,42.99,COMPLETED
161,2021-08-01 00:00:00,8,461.98,COMPLETED
162,2021-08-01 00:00:00,1,915.50,COMPLETED
163,2021-08-01 00:00:00,2,22.88,COMPLETED
164,2021-08-01 00:00:00,1,42.99,COMPLETED
165,2021-08-01 00:00:00,2,1072.34,COMPLETED
166,2021-08-01 00:00:00,9,841.35,COMPLETED
167,2021-08-01 00:00:00,2,22.88,COMPLETED
168,2021-08-01 00:00:00,11,941.34,COMPLETED
169,2021-08-01 00:00:00,12,112.40,COMPLETED
170,2021-08-01 00:00:00,3,99.99,COMPLETED
171,2021-08-01 00:00:00,9,461.98,COMPLETED
172,2021-08-01 00:00:00,3,46.77,COMPLETED
173,2021-08-01 00:00:00,9,480.35,COMPLETED
174,2021-08-01 00:00:00,8,480.35,COMPLETED
175,2021-08-01 00:00:00,9,1682.70,COMPLETED
176,2021-08-01 00:00:00,5,46.77,COMPLETED
177,2021-08-01 00:00:00,11,151.10,COMPLETED
178,2021-08-01 00:00:00,10,87.50,COMPLETED
179,2021-08-01 00:00:00,8,480.35,COMPLETED
180,2021-08-01 00:00:00,5,75.55,COMPLETED
181,2021-08-01 00:00:00,5,112.40,COMPLETED
182,2021-08-01 00:00:00,5,22.88,COMPLETED
183,2021-08-01 00:00:00,2,1073.10,COMPLETED
184,2021-08-01 00:00:00,1,2.25,COMPLETED
185,2021-08-01 00:00:00,10,75.55,COMPLETED
186,2021-08-01 00:00:00,10,915.50,COMPLETED
187,2021-08-01 00:00:00,9,42.99,COMPLETED
188,2021-08-01 00:00:00,10,118.54,COMPLETED
189,2021-08-01 00:00:00,8,1041.33,COMPLETED
190,2021-08-01 00:00:00,8,841.35,COMPLETED
191,2021-08-01 00:00:00,9,102.24,COMPLETED
192,2021-08-01 00:00:00,5,915.50,COMPLETED
193,2021-08-01 00:00:00,5,735.60,COMPLETED
194,2021-08-01 00:00:00,12,915.50,COMPLETED
195,2021-08-01 00:00:00,5,42.99,COMPLETED
196,2021-08-01 00:00:00,3,230.99,COMPLETED
197,2021-08-01 00:00:00,1,230.99,COMPLETED
198,2021-08-01 00:00:00,11,75.55,COMPLETED
199,2021-08-01 00:00:00,11,22.88,COMPLETED
200,2021-08-01 00:00:00,8,99.99,COMPLETED
201,2021-09-01 00:00:00,11,87.50,COMPLETED
202,2021-09-01 00:00:00,8,46.77,COMPLETED
203,2021-09-01 00:00:00,12,480.35,COMPLETED
204,2021-09-01 00:00:00,11,230.99,COMPLETED
205,2021-09-01 00:00:00,11,480.35,COMPLETED
206,2021-09-01 00:00:00,12,226.65,COMPLETED
207,2021-09-01 00:00:00,12,46.77,COMPLETED
208,2021-09-01 00:00:00,9,93.54,COMPLETED
209,2021-09-01 00:00:00,1,112.40,COMPLETED
210,2021-09-01 00:00:00,11,75.55,COMPLETED
211,2021-09-01 00:00:00,10,146.76,COMPLETED
212,2021-09-01 00:00:00,11,112.40,COMPLETED
213,2021-09-01 00:00:00,5,46.77,COMPLETED
214,2021-09-01 00:00:00,1,75.55,COMPLETED
215,2021-09-01 00:00:00,8,75.55,COMPLETED
216,2021-09-01 00:00:00,11,22.88,COMPLETED
217,2021-09-01 00:00:00,10,915.50,COMPLETED
218,2021-09-01 00:00:00,10,22.88,COMPLETED
219,2021-09-01 00:00:00,11,230.99,COMPLETED
220,2021-09-01 00:00:00,9,306.54,COMPLETED
221,2021-09-01 00:00:00,1,480.35,COMPLETED
222,2021-09-01 00:00:00,11,25.13,COMPLETED
223,2021-09-01 00:00:00,8,22.88,COMPLETED
224,2021-09-01 00:00:00,11,112.40,COMPLETED
225,2021-09-01 00:00:00,5,2.25,COMPLETED
226,2021-09-01 00:00:00,12,85.98,COMPLETED
227,2021-09-01 00:00:00,12,112.40,COMPLETED
228,2021-09-01 00:00:00,2,46.77,COMPLETED
229,2021-09-01 00:00:00,3,87.50,COMPLETED
230,2021-09-01 00:00:00,1,480.35,COMPLETED
231,2021-09-01 00:00:00,10,42.99,COMPLETED
232,2021-09-01 00:00:00,9,22.88,COMPLETED
233,2021-09-01 00:00:00,12,42.99,COMPLETED
234,2021-09-01 00:00:00,5,735.60,COMPLETED
235,2021-09-01 00:00:00,10,161.53,COMPLETED
236,2021-09-01 00:00:00,5,75.55,COMPLETED
237,2021-09-01 00:00:00,5,829.14,COMPLETED
238,2021-09-01 00:00:00,3,65.87,COMPLETED
239,2021-09-01 00:00:00,2,75.55,COMPLETED
240,2021-09-01 00:00:00,11,1321.70,COMPLETED
241,2021-09-01 00:00:00,5,99.99,COMPLETED
242,2021-09-01 00:00:00,9,758.48,COMPLETED
243,2021-09-01 00:00:00,10,46.77,COMPLETED
244,2021-09-01 00:00:00,9,1395.85,COMPLETED
245,2021-09-01 00:00:00,5,480.35,COMPLETED
246,2021-09-01 00:00:00,1,42.99,COMPLETED
247,2021-09-01 00:00:00,3,46.77,COMPLETED
248,2021-09-01 00:00:00,11,75.55,COMPLETED
249,2021-09-01 00:00:00,2,22.88,COMPLETED
250,2021-09-01 00:00:00,12,915.50,COMPLETED
251,2021-09-01 00:00:00,1,42.99,COMPLETED
252,2021-09-01 00:00:00,2,45.76,COMPLETED
253,2021-09-01 00:00:00,9,230.99,COMPLETED
254,2021-09-01 00:00:00,8,735.60,COMPLETED
255,2021-09-01 00:00:00,12,2.25,COMPLETED
256,2021-09-01 00:00:00,10,87.50,COMPLETED
257,2021-09-01 00:00:00,2,2.25,COMPLETED
258,2021-09-01 00:00:00,9,42.99,COMPLETED
259,2021-09-01 00:00:00,12,46.77,COMPLETED
260,2021-09-01 00:00:00,9,128.97,COMPLETED
261,2021-09-01 00:00:00,1,915.50,COMPLETED
262,2021-09-01 00:00:00,11,122.87,COMPLETED
263,2021-09-01 00:00:00,9,42.99,COMPLETED
264,2021-09-01 00:00:00,12,112.40,COMPLETED
265,2021-09-01 00:00:00,9,22.88,COMPLETED
266,2021-09-01 00:00:00,1,915.50,COMPLETED
267,2021-09-01 00:00:00,5,4.50,COMPLETED
268,2021-09-01 00:00:00,2,2.25,COMPLETED
269,2021-09-01 00:00:00,1,99.99,COMPLETED
270,2021-09-01 00:00:00,5,480.35,COMPLETED
271,2021-09-01 00:00:00,3,230.99,COMPLETED
272,2021-09-01 00:00:00,11,480.35,COMPLETED
273,2021-09-01 00:00:00,10,224.80,COMPLETED
274,2021-09-01 00:00:00,3,99.99,COMPLETED
275,2021-09-01 00:00:00,2,22.88,COMPLETED
276,2021-09-01 00:00:00,9,46.77,COMPLETED
277,2021-09-01 00:00:00,3,46.77,COMPLETED
278,2021-09-01 00:00:00,2,75.55,COMPLETED
279,2021-09-01 00:00:00,2,915.50,COMPLETED
280,2021-09-01 00:00:00,2,841.35,COMPLETED
281,2021-09-01 00:00:00,11,480.35,COMPLETED
282,2021-09-01 00:00:00,1,46.77,COMPLETED
283,2021-09-01 00:00:00,12,1831.00,COMPLETED
284,2021-09-01 00:00:00,2,230.99,COMPLETED
285,2021-09-01 00:00:00,3,99.99,COMPLETED
286,2021-09-01 00:00:00,11,87.50,COMPLETED
287,2021-09-01 00:00:00,5,1471.20,COMPLETED
288,2021-09-01 00:00:00,3,99.99,COMPLETED
289,2021-09-01 00:00:00,9,461.98,COMPLETED
290,2021-09-01 00:00:00,9,782.37,COMPLETED
291,2021-09-01 00:00:00,2,841.35,COMPLETED
292,2021-09-01 00:00:00,8,42.99,COMPLETED
293,2021-09-01 00:00:00,5,4.50,COMPLETED
294,2021-09-01 00:00:00,5,735.60,COMPLETED
295,2021-09-01 00:00:00,5,46.77,COMPLETED
296,2021-09-01 00:00:00,5,230.99,COMPLETED
297,2021-09-01 00:00:00,2,841.35,COMPLETED
298,2021-09-01 00:00:00,2,42.99,COMPLETED
299,2021-09-01 00:00:00,1,841.35,COMPLETED
300,2021-09-01 00:00:00,3,22.88,COMPLETED
301,2021-09-01 00:00:00,10,75.55,COMPLETED
302,2021-09-01 00:00:00,11,2.25,COMPLETED
303,2021-09-01 00:00:00,8,1066.58,COMPLETED
304,2021-09-01 00:00:00,9,1304.09,COMPLETED
305,2021-09-01 00:00:00,5,42.99,COMPLETED
306,2021-09-01 00:00:00,9,151.10,COMPLETED
307,2021-09-01 00:00:00,10,199.98,COMPLETED
308,2021-09-01 00:00:00,3,230.99,COMPLETED
309,2021-09-01 00:00:00,5,46.77,COMPLETED
310,2021-09-01 00:00:00,3,735.60,COMPLETED
311,2021-09-01 00:00:00,9,151.10,COMPLETED
312,2021-09-01 00:00:00,9,87.50,COMPLETED
313,2021-09-01 00:00:00,10,99.99,COMPLETED
314,2021-09-01 00:00:00,2,461.98,COMPLETED
315,2021-09-01 00:00:00,11,99.99,COMPLETED
316,2021-09-01 00:00:00,1,230.99,COMPLETED
317,2021-09-01 00:00:00,11,848.00,COMPLETED
318,2021-09-01 00:00:00,8,22.88,COMPLETED
319,2021-09-01 00:00:00,5,915.50,COMPLETED
320,2021-09-01 00:00:00,5,87.50,COMPLETED
321,2021-09-01 00:00:00,2,841.35,COMPLETED
322,2021-09-01 00:00:00,10,735.60,COMPLETED
323,2021-09-01 00:00:00,1,2.25,COMPLETED
324,2021-09-01 00:00:00,2,75.55,COMPLETED
325,2021-09-01 00:00:00,8,112.40,COMPLETED
326,2021-09-01 00:00:00,2,151.10,COMPLETED
327,2021-09-01 00:00:00,8,230.99,COMPLETED
328,2021-09-01 00:00:00,2,99.99,COMPLETED
329,2021-09-01 00:00:00,8,93.54,COMPLETED
330,2021-09-01 00:00:00,2,735.60,COMPLETED
331,2021-09-01 00:00:00,11,735.60,COMPLETED
332,2021-09-01 00:00:00,9,42.99,COMPLETED
333,2021-09-01 00:00:00,10,480.35,COMPLETED
334,2021-09-01 00:00:00,2,46.77,COMPLETED
335,2021-09-01 00:00:00,11,480.35,COMPLETED
336,2021-09-01 00:00:00,10,915.50,COMPLETED
337,2021-09-01 00:00:00,3,46.77,COMPLETED
338,2021-09-01 00:00:00,9,523.34,COMPLETED
339,2021-09-01 00:00:00,2,230.99,COMPLETED
340,2021-09-01 00:00:00,1,99.99,COMPLETED
341,2021-09-01 00:00:00,10,915.50,COMPLETED
342,2021-09-01 00:00:00,10,87.50,COMPLETED
343,2021-09-01 00:00:00,11,151.10,COMPLETED
344,2021-09-01 00:00:00,1,75.55,COMPLETED
345,2021-09-01 00:00:00,8,480.35,COMPLETED
346,2021-09-01 00:00:00,5,224.80,COMPLETED
347,2021-09-01 00:00:00,5,2.25,COMPLETED
348,2021-09-01 00:00:00,9,480.35,COMPLETED
349,2021-09-01 00:00:00,12,99.99,COMPLETED
350,2021-09-01 00:00:00,11,2.25,COMPLETED
351,2021-09-01 00:00:00,2,75.55,COMPLETED
352,2021-09-01 00:00:00,2,175.00,COMPLETED
353,2021-09-01 00:00:00,2,915.50,COMPLETED
354,2021-09-01 00:00:00,2,735.60,COMPLETED
355,2021-09-01 00:00:00,11,735.60,COMPLETED
356,2021-09-01 00:00:00,12,75.55,COMPLETED
357,2021-09-01 00:00:00,1,2.25,COMPLETED
358,2021-09-01 00:00:00,9,112.40,COMPLETED
359,2021-09-01 00:00:00,3,915.50,COMPLETED
360,2021-09-01 00:00:00,3,480.35,COMPLETED
361,2021-09-01 00:00:00,5,99.99,COMPLETED
362,2021-09-01 00:00:00,8,1831.00,COMPLETED
363,2021-09-01 00:00:00,3,22.88,COMPLETED
364,2021-09-01 00:00:00,2,230.99,COMPLETED
365,2021-09-01 00:00:00,3,87.50,COMPLETED
366,2021-09-01 00:00:00,8,915.50,COMPLETED
367,2021-09-01 00:00:00,1,42.99,COMPLETED
368,2021-09-01 00:00:00,11,915.50,COMPLETED
369,2021-09-01 00:00:00,9,46.77,COMPLETED
370,2021-09-01 00:00:00,11,46.77,COMPLETED
371,2021-09-01 00:00:00,3,230.99,COMPLETED
372,2021-09-01 00:00:00,9,87.50,COMPLETED
373,2021-09-01 00:00:00,12,230.99,COMPLETED
374,2021-09-01 00:00:00,1,480.35,COMPLETED
375,2021-09-01 00:00:00,5,42.99,COMPLETED
376,2021-09-01 00:00:00,2,230.99,COMPLETED
377,2021-09-01 00:00:00,11,230.99,COMPLETED
378,2021-09-01 00:00:00,10,841.35,COMPLETED
379,2021-09-01 00:00:00,11,112.40,COMPLETED
380,2021-09-01 00:00:00,3,75.55,COMPLETED
381,2021-09-01 00:00:00,9,2.25,COMPLETED
382,2021-09-01 00:00:00,12,99.99,COMPLETED
383,2021-09-01 00:00:00,2,2.25,COMPLETED
384,2021-09-01 00:00:00,1,480.35,COMPLETED
385,2021-09-01 00:00:00,5,1073.10,COMPLETED
386,2021-09-01 00:00:00,8,175.00,COMPLETED
387,2021-09-01 00:00:00,9,22.88,COMPLETED
388,2021-09-01 00:00:00,3,480.35,COMPLETED
389,2021-09-01 00:00:00,3,75.55,COMPLETED
390,2021-09-01 00:00:00,8,102.24,COMPLETED
391,2021-09-01 00:00:00,12,915.50,COMPLETED
392,2021-09-01 00:00:00,9,87.50,COMPLETED
393,2021-09-01 00:00:00,5,99.99,COMPLETED
394,2021-09-01 00:00:00,8,151.10,COMPLETED
395,2021-09-01 00:00:00,1,151.10,COMPLETED
396,2021-09-01 00:00:00,1,46.77,COMPLETED
397,2021-09-01 00:00:00,11,112.40,COMPLETED
398,2021-09-01 00:00:00,9,87.50,COMPLETED
399,2021-09-01 00:00:00,5,230.99,COMPLETED
400,2021-09-01 00:00:00,2,461.98,COMPLETED
401,2021-10-01 00:00:00,8,2.25,COMPLETED
402,2021-10-01 00:00:00,9,841.35,COMPLETED
403,2021-10-01 00:00:00,3,22.88,COMPLETED
404,2021-10-01 00:00:00,3,230.99,COMPLETED
405,2021-10-01 00:00:00,11,2.25,COMPLETED
406,2021-10-01 00:00:00,3,985.15,COMPLETED
407,2021-10-01 00:00:00,1,46.77,COMPLETED
408,2021-10-01 00:00:00,10,230.99,COMPLETED
409,2021-10-01 00:00:00,12,230.99,COMPLETED
410,2021-10-01 00:00:00,5,22.88,COMPLETED
411,2021-10-01 00:00:00,11,2.25,COMPLETED
412,2021-10-01 00:00:00,8,22.88,COMPLETED
413,2021-10-01 00:00:00,9,75.55,COMPLETED
414,2021-10-01 00:00:00,10,230.99,COMPLETED
415,2021-10-01 00:00:00,2,99.99,COMPLETED
416,2021-10-01 00:00:00,11,42.99,COMPLETED
417,2021-10-01 00:00:00,3,99.99,COMPLETED
418,2021-10-01 00:00:00,12,87.50,COMPLETED
419,2021-10-01 00:00:00,5,46.77,COMPLETED
420,2021-10-01 00:00:00,8,87.50,COMPLETED
421,2021-10-01 00:00:00,3,224.80,COMPLETED
422,2021-10-01 00:00:00,5,480.35,COMPLETED
423,2021-10-01 00:00:00,8,87.50,COMPLETED
424,2021-10-01 00:00:00,9,2.25,COMPLETED
425,2021-10-01 00:00:00,10,2.25,COMPLETED
426,2021-10-01 00:00:00,10,22.88,COMPLETED
427,2021-10-01 00:00:00,9,230.99,COMPLETED
428,2021-10-01 00:00:00,11,841.35,COMPLETED
429,2021-10-01 00:00:00,3,22.88,COMPLETED
430,2021-10-01 00:00:00,5,75.55,COMPLETED
431,2021-10-01 00:00:00,3,480.35,COMPLETED
432,2021-10-01 00:00:00,3,915.50,COMPLETED
433,2021-10-01 00:00:00,9,22.88,COMPLETED
434,2021-10-01 00:00:00,8,2.25,COMPLETED
435,2021-10-01 00:00:00,11,480.35,COMPLETED
436,2021-10-01 00:00:00,1,2.25,COMPLETED
437,2021-10-01 00:00:00,11,151.10,COMPLETED
438,2021-10-01 00:00:00,10,42.99,COMPLETED
439,2021-10-01 00:00:00,8,735.60,COMPLETED
440,2021-10-01 00:00:00,5,42.99,COMPLETED
441,2021-10-01 00:00:00,12,915.50,COMPLETED
442,2021-10-01 00:00:00,10,2.25,COMPLETED
443,2021-10-01 00:00:00,8,915.50,COMPLETED
444,2021-10-01 00:00:00,11,42.99,COMPLETED
445,2021-10-01 00:00:00,5,1471.20,COMPLETED
446,2021-10-01 00:00:00,12,1015.49,COMPLETED
447,2021-10-01 00:00:00,1,567.85,COMPLETED
448,2021-10-01 00:00:00,11,42.99,COMPLETED
449,2021-10-01 00:00:00,3,230.99,COMPLETED
450,2021-10-01 00:00:00,5,230.99,COMPLETED
451,2021-10-01 00:00:00,9,99.99,COMPLETED
452,2021-10-01 00:00:00,11,46.77,COMPLETED
453,2021-10-01 00:00:00,11,480.35,COMPLETED
454,2021-10-01 00:00:00,12,230.99,COMPLETED
455,2021-10-01 00:00:00,1,835.59,COMPLETED
456,2021-10-01 00:00:00,1,480.35,COMPLETED
457,2021-10-01 00:00:00,2,112.40,COMPLETED
458,2021-10-01 00:00:00,11,99.99,COMPLETED
459,2021-10-01 00:00:00,9,42.99,COMPLETED
460,2021-10-01 00:00:00,1,230.99,COMPLETED
461,2021-10-01 00:00:00,1,735.60,COMPLETED
462,2021-10-01 00:00:00,10,22.88,COMPLETED
463,2021-10-01 00:00:00,10,735.60,COMPLETED
464,2021-10-01 00:00:00,2,87.50,COMPLETED
465,2021-10-01 00:00:00,9,112.40,COMPLETED
466,2021-10-01 00:00:00,5,841.35,COMPLETED
467,2021-10-01 00:00:00,12,888.12,COMPLETED
468,2021-10-01 00:00:00,12,253.87,COMPLETED
469,2021-10-01 00:00:00,12,230.99,COMPLETED
470,2021-10-01 00:00:00,11,22.88,COMPLETED
471,2021-10-01 00:00:00,8,1831.00,COMPLETED
472,2021-10-01 00:00:00,2,46.77,COMPLETED
473,2021-10-01 00:00:00,9,841.35,COMPLETED
474,2021-10-01 00:00:00,12,112.40,COMPLETED
475,2021-10-01 00:00:00,8,735.60,COMPLETED
476,2021-10-01 00:00:00,9,735.60,COMPLETED
477,2021-10-01 00:00:00,8,42.99,COMPLETED
478,2021-10-01 00:00:00,12,841.35,COMPLETED
479,2021-10-01 00:00:00,12,22.88,COMPLETED
480,2021-10-01 00:00:00,11,2.25,COMPLETED
481,2021-10-01 00:00:00,5,75.55,COMPLETED
482,2021-10-01 00:00:00,1,841.35,COMPLETED
483,2021-10-01 00:00:00,10,45.76,COMPLETED
484,2021-10-01 00:00:00,1,46.77,COMPLETED
485,2021-10-01 00:00:00,11,46.77,COMPLETED
486,2021-10-01 00:00:00,10,915.50,COMPLETED
487,2021-10-01 00:00:00,1,480.35,COMPLETED
488,2021-10-01 00:00:00,9,112.40,COMPLETED
489,2021-10-01 00:00:00,3,2.25,COMPLETED
490,2021-10-01 00:00:00,2,46.77,COMPLETED
491,2021-10-01 00:00:00,8,45.24,COMPLETED
492,2021-10-01 00:00:00,12,2.25,COMPLETED
493,2021-10-01 00:00:00,12,87.50,COMPLETED
494,2021-10-01 00:00:00,9,841.35,COMPLETED
495,2021-10-01 00:00:00,9,915.50,COMPLETED
496,2021-10-01 00:00:00,10,112.40,COMPLETED
497,2021-10-01 00:00:00,2,45.76,COMPLETED
498,2021-10-01 00:00:00,2,112.40,COMPLETED
